Order ID,Order Date,Customer Name,State,Region,Category,Sub Category,Salesperson,Quantity,Unit Price,Discount %,Sales Amount,Profit
ORD001082,25-12-2025,Customer_0796,Gujarat,East,Electronics,Tablet,Amit,10,39425.0,25,295687.5,27144.19
ORD001083,2025-02-19,Customer_1995,Kerala,South,Office Supplies,Pen,Neha,6,45762.42,10,247117.07,80054.76
ORD001084,2024-11-23,Customer_1277,Karnataka,South,Home Appliances,Microwave,Pooja,10,7458.27,25,55937.03,18001.44
ORD001085,13/01/2024,Customer_1386,Odisha,South,Furniture,Table,Vikas,9,63774.31,10,516571.91,42150.02
ORD001086,12-11-2024,Customer_1247,West bengal,West,Office Supplies,Pen,Sneha,15,33122.81,5,472000.04,-27005.41
ORD001087,26-08-2024,Customer_1180,Maharashtra,North,Home Appliances,Mixer,Pooja,15,25835.64,20,310027.68,76584.26
ORD001088,2024-12-05,Customer_1823,Delhi,South,Office Supplies,Marker,Rahul,4,73216.05,25,219648.15,66515.48
ORD001089,2024-10-27,Customer_1952,TamilNadu,North,Home Appliances,Microwave,Arjun,4,25653.8,25,76961.4,20658.48
ORD001090,02/03/2025,Customer_1086,Gujarat,South,Electronics,Mobile,Vikas,12,59002.66,10,637228.73,204473.05
ORD001091,24/09/2025,Customer_1926,West bengal,South,Electronics,Tablet,Karan,6,58120.01,0,348720.06,78190.95
ORD001092,31-12-2025,Customer_1867,Odisha,North,Office Supplies,Notebook,Meera,14,41935.91,25,440327.05,153909.39
ORD001093,03-03-2025,Customer_0786,Odisha,East,Home Appliances,Fan,Rahul,1,39363.51,0,39363.51,-1217.6
ORD001094,28/03/2025,Customer_0904,Rajasthan,East,Home Appliances,Iron,Anjali,2,38396.52,15,65274.08,20203.36
ORD001095,20-08-2024,Customer_0642,Odisha,South,Furniture,Sofa,Pooja,1,72552.59,15,61669.7,5885.58
ORD001096,2025-05-24,Customer_1149,Bihar,East,Home Appliances,Fan,Pooja,4,58426.61,10,210335.8,42228.96
ORD001097,10/04/2025,Customer_0348,Odisha,North,Electronics,Smartwatch,Amit,10,38423.74,15,326601.79,39234.48
ORD001098,26/02/2024,Customer_0087,Uttar Pradesh,West,Electronics,Mobile,Priya,10,68005.38,10,612048.42,201233.22
ORD001099,09-12-2024,Customer_1357,TamilNadu,North,Office Supplies,Stapler,Sneha,6,66606.83,20,319712.78,76827.61
ORD001100,22-01-2024,Customer_1598,TamilNadu,East,Office Supplies,Printer Paper,Anjali,1,73246.29,15,62259.35,1438.28
ORD001101,2024-11-23,Customer_0473,Tamil Nadu,West,Office Supplies,Pen,Anjali,14,64467.1,25,676904.55,30337.27
ORD001102,2025-03-27,Customer_1529,Delhi,West,Furniture,Sofa,Rohit,5,916.0,10,4122.0,-37.61
ORD001103,29/09/2024,Customer_1660,Uttar Pradesh,South,Electronics,Headphones,Rohit,10,25534.19,15,217040.61,68546.79
ORD001104,11/03/2024,Customer_1508,Delhi,North,Furniture,Cabinet,Rahul,13,29343.48,15,324245.45,60793.06
ORD001105,19-12-2024,Customer_1460,Kerala,South,Office Supplies,Marker,Rahul,8,30694.29,10,220998.89,-1857.54
ORD001106,07/05/2024,Customer_1953, Maharashtra,South,Home Appliances,Microwave,Sneha,11,21805.67,25,179896.78,8586.15
ORD001107,23-04-2025,Customer_1670,Gujarat,East,Electronics,Mobile,Amit,12,7122.85,25,64105.65,20609.02
ORD001108,2024-11-01,Customer_1051,Delhi,East,Furniture,Table,Rohit,15,74889.07,10,1011002.45,-76469.11
ORD001109,21-09-2025,Customer_1703,Maharashtra,East,Furniture,Sofa,Anjali,4,7464.45,25,22393.35,6016.24
ORD001110,2024-08-20,Customer_0720,West bengal,East,Electronics,Tablet,Pooja,1,67607.79,15,57466.62,5816.73
ORD001111,20-04-2025,Customer_0499,Karnataka,West,Electronics,Laptop,Sneha,10,16862.66,20,134901.28,27019.85
ORD001112,26-01-2024,Customer_0615,Telangana,East,Furniture,Chair,Priya,12,62771.27,10,677929.72,43506.93
ORD001113,2025-08-11,Customer_0415,Karnataka,East,Home Appliances,Fan,Vikas,15,20314.59,0,304718.85,94017.66
ORD001114,09-12-2024,Customer_0663,Kerala,North,Electronics,Tablet,Pooja,11,4628.82,10,45825.32,724.07
ORD001115,15-12-2025,Customer_0932,Telangana,North,Electronics,Headphones,Pooja,3,27703.01,5,78953.58,18927.04
ORD001116,2025-01-14,Customer_1432,Telangana,South,Home Appliances,Microwave,Rohit,3,64481.97,0,193445.91,5610.65
ORD001117,21/04/2024,Customer_1287,TamilNadu,West,Furniture,Sofa,Vikas,7,24409.41,10,153779.28,31793.75
ORD001118,07/06/2025,Customer_1917,Rajasthan,West,Electronics,Mobile,Amit,13,4705.42,30,42819.32,13096.62
ORD001119,03/06/2025,Customer_1212,TamilNadu,South,Office Supplies,Notebook,Neha,7,74141.59,5,493041.57,26323.81
ORD001120,2024-04-05,Customer_1773,Rajasthan,East,Home Appliances,Refrigerator,Rahul,11,8244.51,20,72551.69,15748.86
ORD001121,16/02/2025,Customer_0104,TamilNadu,South,Electronics,Smartwatch,Pooja,4,29922.44,0,119689.76,15562.07
ORD001122,2025-06-12,Customer_0016,TamilNadu,East,Office Supplies,Stapler,Neha,4,32294.55,20,103342.56,2573.45
ORD001123,01/11/2025,Customer_1225,Odisha,North,Home Appliances,Microwave,Sneha,1,38953.08,10,35057.77,3366.06
ORD001124,16-06-2024,Customer_1624,Rajasthan,South,Furniture,Bookshelf,Rahul,4,3292.82,15,11195.59,701.85
ORD001125,06-11-2025,Customer_1107,Rajasthan,West,Office Supplies,Printer Paper,Karan,10,20058.86,0,200588.6,-15185.82
ORD001126,26-03-2025,Customer_1339,West Bengal,West,Home Appliances,Microwave,Vikas,13,39049.94,15,431501.84,94986.14
ORD001127,03/03/2024,Customer_1848, Maharashtra,South,Electronics,Mobile,Anjali,13,49407.0,15,545947.35,137012.82
ORD001128,28-01-2025,Customer_0599,Telangana,South,Home Appliances,Microwave,Rahul,1,298.36,30,208.85,43.62
ORD001129,26/06/2024,Customer_0853,Delhi,North,Furniture,Chair,Meera,6,17852.09,30,74978.78,717.71
ORD001130,20/11/2024,Customer_1010,Uttar Pradesh,West,Electronics,Laptop,Priya,12,32333.33,30,271599.97,-15945.31
ORD001131,14-11-2025,Customer_0288,Gujarat,North,Home Appliances,Refrigerator,Priya,13,48946.36,20,509042.14,4717.17
ORD001132,2024-04-03,Customer_1667,Rajasthan,West,Office Supplies,Printer Paper,Anjali,7,23191.6,20,129872.96,34555.81
ORD001133,22-09-2024,Customer_0534,West bengal,East,Office Supplies,Marker,Arjun,9,19518.24,30,122964.91,7578.54
ORD001134,12/05/2025,Customer_1626,Gujarat,North,Office Supplies,Printer Paper,Vikas,14,48717.89,20,545640.37,171059.37
ORD001135,26/09/2024,Customer_1884, Maharashtra,West,Home Appliances,Iron,Priya,9,65579.75,5,560706.86,70786.21
ORD001136,2025-05-19,Customer_1890,Kerala,North,Home Appliances,Refrigerator,Karan,10,41315.11,25,309863.32,79685.64
ORD001137,2024-04-27,Customer_0352,Karnataka,East,Furniture,Table,Pooja,15,37811.44,0,567171.6,3157.34
ORD001138,23-05-2024,Customer_0101,Delhi,North,Electronics,Tablet,Sneha,4,71146.04,25,213438.12,-9904.28
ORD001139,05-12-2024,Customer_1362,Rajasthan,South,Office Supplies,Pen,Rohit,8,9628.55,0,77028.4,6082.8
ORD001140,08-08-2024,Customer_1923,Uttar Pradesh,South,Electronics,Headphones,Rohit,3,11737.15,10,31690.3,2800.78
ORD001141,13/05/2025,Customer_0173,Uttar Pradesh,East,Furniture,Bookshelf,Arjun,5,15912.26,15,67627.1,13666.69
ORD001142,2024-11-19,Customer_0931,Karnataka,North,Furniture,Chair,Pooja,4,62427.51,30,174797.03,13801.99
ORD001143,15/05/2025,Customer_1943,Karnataka,East,Electronics,Headphones,Vikas,6,64450.14,20,309360.67,84403.1
ORD001144,19-04-2025,Customer_1397,Rajasthan,North,Furniture,Chair,Priya,7,13618.07,20,76261.19,-3857.41
ORD001145,17-01-2024,Customer_1524,Kerala,West,Office Supplies,Pen,Rahul,13,71329.04,5,880913.64,255655.82
ORD001146,15/04/2024,Customer_1189,West bengal,South,Electronics,Smartwatch,Arjun,5,57409.22,30,200932.27,-364.59
ORD001147,02-06-2024,Customer_1071,West bengal,South,Furniture,Cabinet,Anjali,5,19707.79,15,83758.11,27526.7
ORD001148,29-03-2025,Customer_1325, Maharashtra,East,Furniture,Sofa,Meera,6,56880.61,0,341283.66,102356.07
ORD001149,25-04-2025,Customer_1164,Delhi,East,Electronics,Headphones,Anjali,4,20885.02,0,83540.08,1072.68
ORD001150,15/02/2025,Customer_0519,Gujarat,North,Furniture,Sofa,Sneha,4,74103.6,10,266772.96,55065.91
ORD001151,24/06/2024,Customer_0799,Delhi,East,Furniture,Sofa,Meera,13,45625.11,20,474501.14,106697.43
ORD001152,21-05-2024,Customer_0047,Uttar Pradesh,West,Home Appliances,Microwave,Neha,15,22508.93,30,236343.76,63177.51
ORD001153,2025-02-24,Customer_0755,Tamil Nadu,East,Furniture,Sofa,Arjun,11,73413.21,30,565281.72,75863.07
ORD001154,2024-09-09,Customer_0404,Telangana,South,Home Appliances,Fan,Anjali,12,41099.63,30,345236.89,34581.13
ORD001155,2024-03-05,Customer_1249,Telangana,East,Electronics,Headphones,Karan,7,60390.5,30,295913.45,-8265.86
ORD001156,30-10-2024,, Maharashtra,South,Home Appliances,Mixer,Sneha,8,27247.66,0,217981.28,-17041.05
ORD001157,2025-12-04,Customer_0610,West bengal,East,Furniture,Table,Rohit,13,21614.51,0,280988.63,43025.26
ORD001158,2025-09-19,Customer_1081,Gujarat,South,Electronics,Smartwatch,Meera,13,25726.33,20,267553.83,9904.91
ORD001159,11/01/2024,Customer_1265,TamilNadu,South,Furniture,Chair,Sneha,10,39066.79,15,332067.72,106377.82
ORD001160,30/07/2024,Customer_0132,Telangana,East,Office Supplies,Marker,Amit,15,65141.24,25,732838.95,139154.05
ORD001161,2025-05-25,Customer_1149,Karnataka,North,Home Appliances,Mixer,Priya,11,10965.72,10,108560.63,-8018.42
ORD001162,27/10/2024,Customer_1747,West bengal,East,Electronics,Laptop,Priya,13,65038.27,30,591848.26,-39549.69
ORD001163,08-03-2025,Customer_1985,Tamil Nadu,East,Furniture,Sofa,Meera,12,67361.06,5,767916.08,258206.57
ORD001164,18-01-2025,Customer_0793,Gujarat,South,Furniture,Table,Rohit,10,47069.64,25,353022.3,59683.37
ORD001165,31/05/2024,Customer_1596,Tamil Nadu,West,Home Appliances,Refrigerator,Rohit,4,61261.36,5,232793.17,-17526.41
ORD001166,2025-12-24,Customer_0497,Telangana,North,Electronics,Tablet,Rahul,11,2568.99,10,25433.0,7765.04
ORD001167,22/09/2024,Customer_0228,Rajasthan,West,Furniture,Table,Neha,7,25160.59,25,132093.1,3652.9
ORD001168,26-10-2025,Customer_0922,Delhi,East,Furniture,Chair,Priya,1,74551.89,10,67096.7,16245.35
ORD001169,07-02-2025,Customer_0102,Telangana,East,Electronics,Smartwatch,Rahul,5,32417.36,5,153982.46,42984.73
ORD001170,2025-05-25,Customer_0851,West Bengal,East,Home Appliances,Mixer,Rahul,10,28304.75,10,254742.75,19222.24
ORD001171,03-05-2024,Customer_0388,Telangana,North,Electronics,Smartwatch,Rohit,1,6998.99,10,6299.09,169.19
ORD001172,09/04/2025,Customer_0166,Rajasthan,North,Furniture,Cabinet,Pooja,1,4451.95,25,3338.96,1153.21
ORD001173,2024-07-09,Customer_1015,Rajasthan,North,Furniture,Sofa,Meera,8,31185.15,10,224533.08,62980.31
ORD001174,30/04/2025,Customer_1727, Maharashtra,North,Furniture,Cabinet,Meera,14,64373.7,30,630862.26,95114.68
ORD001175,13/06/2025,Customer_0540,West Bengal,West,Office Supplies,Marker,Priya,1,61717.83,0,61717.83,15641.67
ORD001176,2025-03-25,Customer_1528,TamilNadu,South,Furniture,Sofa,Rahul,10,13633.12,30,95431.84,25401.64
ORD001177,05/06/2025,Customer_0933,Bihar,South,Office Supplies,Stapler,Amit,14,28252.57,0,395535.98,132257.4
ORD001178,23-08-2024,Customer_1022,Bihar,West,Furniture,Bookshelf,Sneha,4,47776.01,25,143328.03,22596.2
ORD001179,2025-06-13,Customer_0363,Rajasthan,South,Office Supplies,Stapler,Sneha,11,4790.7,0,52697.7,12503.06
ORD001180,2025-02-02,Customer_1470,Kerala,South,Electronics,Headphones,Neha,1,41945.3,15,35653.51,4422.43
ORD001181,25-06-2024,Customer_0139,Tamil Nadu,West,Home Appliances,Refrigerator,Vikas,6,50271.58,0,301629.48,17621.98
ORD001182,2024-09-27,Customer_1655,Maharashtra,North,Electronics,Smartwatch,Anjali,8,34330.83,0,274646.64,15716.82
ORD001183,18-11-2024,Customer_1138,Karnataka,West,Office Supplies,Stapler,Rahul,6,59237.8,0,355426.8,5035.73
ORD001184,2025-01-02,,Gujarat,North,Home Appliances,Fan,Amit,6,20321.76,5,115834.03,16054.54
ORD001185,2024-06-27,Customer_1916,Kerala,West,Home Appliances,Microwave,Neha,8,3448.25,30,19310.2,-532.63
ORD001186,14/02/2025,Customer_0496, Maharashtra,West,Home Appliances,Fan,Anjali,1,73598.17,30,51518.72,2042.1
ORD001187,19-07-2025,Customer_0137,Rajasthan,East,Home Appliances,Refrigerator,Neha,14,72870.05,25,765135.53,180097.58
ORD001188,18/09/2024,Customer_0722,Telangana,East,Office Supplies,Marker,Neha,5,31799.27,30,111297.44,98.21
ORD001189,30/07/2024,Customer_1476,Telangana,South,Furniture,Table,Meera,7,72403.67,0,506825.69,128819.28
ORD001190,16/11/2024,Customer_0237,Uttar Pradesh,East,Electronics,Smartwatch,Rahul,13,60855.35,20,632895.64,90017.46
ORD001191,2025-02-09,Customer_1961,West bengal,West,Home Appliances,Refrigerator,Meera,3,36592.04,20,87820.9,-1494.45
ORD001192,06-11-2025,Customer_1014,West Bengal,South,Office Supplies,Pen,Amit,14,35463.99,10,446846.27,100584.81
ORD001193,25/08/2025,Customer_0545,Bihar,North,Furniture,Chair,Pooja,11,47195.19,20,415317.67,108195.03
ORD001194,2025-11-24,Customer_0693, Maharashtra,East,Furniture,Sofa,Arjun,6,18258.49,10,98595.85,-734.19
ORD001195,2025-11-19,,Gujarat,South,Home Appliances,Microwave,Sneha,11,9922.33,30,76401.94,18342.2
ORD001196,2024-08-02,Customer_0489,,West,Home Appliances,Iron,Amit,2,29855.1,30,41797.14,-315.93
ORD001197,30/08/2025,Customer_1191,Bihar,South,Furniture,Chair,Rahul,13,38778.04,5,478908.79,144098.78
ORD001198,2024-11-04,Customer_1126,West Bengal,South,Office Supplies,Printer Paper,Rahul,8,46978.44,10,338244.77,56211.49
ORD001199,2024-04-11,Customer_1728,Odisha,North,Furniture,Table,Rohit,9,61134.76,5,522702.2,-11296.56
ORD001200,2024-10-25,Customer_1746,Odisha,South,Home Appliances,Mixer,Neha,13,55163.44,25,537843.54,121648.76
ORD001201,2024-04-17,Customer_0511,West bengal,East,Furniture,Bookshelf,Rohit,14,1747.55,10,22019.13,808.57
ORD001202,12-09-2025,Customer_1841,West bengal,East,Home Appliances,Refrigerator,Meera,12,49379.98,25,444419.82,110379.42
ORD001203,13/09/2025,Customer_1123,Kerala,West,Home Appliances,Mixer,Anjali,3,69362.14,0,208086.42,3149.27
ORD001204,05-09-2025,Customer_0478,West bengal,West,Furniture,Bookshelf,Amit,2,31690.0,15,53873.0,-253.77
ORD001205,2025-07-05,Customer_1097,Bihar,West,Home Appliances,Mixer,Pooja,5,42434.57,10,190955.57,-3762.1
ORD001206,06-09-2024,Customer_0702,West bengal,East,Electronics,Tablet,Pooja,10,17880.56,15,151984.76,4230.25
ORD001207,25-04-2024,Customer_0385,Karnataka,South,Furniture,Table,Arjun,6,8848.95,25,39820.28,10807.88
ORD001208,24/07/2025,Customer_1557,West bengal,North,Home Appliances,Refrigerator,Rahul,14,20997.07,5,279261.03,-5124.34
ORD001209,05-04-2024,Customer_0769,Karnataka,West,Electronics,Headphones,Rohit,1,44312.02,30,31018.41,2712.81
ORD001210,2024-07-11,Customer_0300,West Bengal,North,Furniture,Bookshelf,Rahul,1,43643.55,10,39279.2,5766.39
ORD001211,13/12/2025,Customer_1135,Karnataka,East,Office Supplies,Marker,Arjun,13,15362.52,25,149784.57,-2503.16
ORD001212,24-09-2025,Customer_1173,Maharashtra,West,Home Appliances,Iron,Pooja,3,66613.34,15,169864.02,-7885.68
ORD001213,2024-07-01,Customer_0194,Gujarat,East,Electronics,Smartwatch,Sneha,7,25149.63,10,158442.67,11671.33
ORD001214,04-10-2025,Customer_1196,West Bengal,North,Office Supplies,Pen,Priya,1,34149.26,30,23904.48,-494.52
ORD001215,2025-08-11,Customer_0824,Telangana,West,Electronics,Headphones,Vikas,2,74541.1,10,134173.98,-9858.51
ORD001216,2024-03-23,Customer_1499,West Bengal,South,Home Appliances,Fan,Meera,2,65865.33,0,131730.66,8605.16
ORD001217,09/06/2025,Customer_1241,Gujarat,West,Office Supplies,Printer Paper,Pooja,8,35874.19,25,215245.14,-14609.24
ORD001218,09-07-2025,Customer_0103,West Bengal,North,Office Supplies,Notebook,Karan,5,24444.34,5,116110.61,38226.92
ORD001219,2025-06-22,Customer_0038, Maharashtra,West,Home Appliances,Fan,Vikas,5,15085.7,25,56571.38,-227.27
ORD001220,05/02/2024,Customer_0351,Gujarat,North,Furniture,Sofa,Vikas,11,34723.76,0,381961.36,18800.76
ORD001221,17/03/2025,Customer_1925,Rajasthan,East,Home Appliances,Refrigerator,Meera,9,57410.46,15,439190.02,41996.96
ORD001222,15/03/2025,Customer_0168,Delhi,West,Furniture,Cabinet,Pooja,7,32801.5,0,229610.5,-5404.81
ORD001223,18/12/2024,Customer_0436,TamilNadu,East,Furniture,Table,Pooja,8,48900.83,30,273844.65,82489.27
ORD001224,28-02-2024,Customer_0091,Uttar Pradesh,East,Furniture,Cabinet,Anjali,4,12341.58,30,34556.42,8628.59
ORD001225,11/03/2025,Customer_0678,Gujarat,East,Furniture,Table,Rahul,2,29677.34,5,56386.95,-2708.45
ORD001226,2025-01-15,Customer_0454,TamilNadu,North,Furniture,Cabinet,Amit,5,6986.32,10,31438.44,10018.45
ORD001227,08-07-2024,Customer_0669, Maharashtra,South,Furniture,Table,Arjun,7,50498.16,10,318138.41,67253.58
ORD001228,2024-04-01,Customer_0872,Kerala,West,Office Supplies,Stapler,Anjali,4,45741.47,25,137224.41,23987.35
ORD001229,07/07/2024,Customer_1794,Bihar,West,Furniture,Chair,Arjun,14,55628.56,30,545159.89,-4955.16
ORD001230,06/09/2024,Customer_0415,Gujarat,East,Home Appliances,Fan,Rohit,14,15142.06,25,158991.63,33791.39
ORD001231,2024-05-17,Customer_0301,Karnataka,North,Electronics,Tablet,Meera,12,34278.82,0,411345.84,69735.13
ORD001232,2024-01-30,Customer_1380, Maharashtra,West,Electronics,Smartwatch,Anjali,8,7472.14,5,56788.26,15125.61
ORD001233,05-09-2025,Customer_1174,Maharashtra,West,Office Supplies,Notebook,Karan,12,7633.22,25,68698.98,2503.91
ORD001234,18-05-2025,Customer_0810,Maharashtra,North,Furniture,Sofa,Neha,3,3148.01,30,6610.82,427.41
ORD001235,2025-08-14,Customer_1148,Karnataka,North,Office Supplies,Marker,Anjali,14,71927.74,20,805590.69,51619.63
ORD001236,2025-06-16,Customer_0667,West Bengal,North,Furniture,Table,Arjun,9,38056.13,30,239753.62,25830.71
ORD001237,02/02/2025,Customer_0008,Bihar,North,Office Supplies,Marker,Sneha,10,67834.23,10,610508.07,22031.25
ORD001238,24/12/2025,Customer_0300,West Bengal,West,Electronics,Tablet,Amit,8,6399.5,5,48636.2,-1289.06
ORD001239,2024-12-05,Customer_1462,Rajasthan,East,Home Appliances,Fan,Sneha,8,41558.29,10,299219.69,57277.82
ORD001240,06-02-2024,Customer_0254,Gujarat,West,Home Appliances,Mixer,Rahul,9,190.62,25,1286.68,60.82
ORD001241,2025-04-16,Customer_1855,Bihar,South,Home Appliances,Refrigerator,Karan,5,17838.37,20,71353.48,-1987.57
ORD001242,2024-09-15,Customer_1216,West Bengal,East,Furniture,Chair,Karan,3,1211.83,5,3453.72,229.27
ORD001243,05/08/2024,Customer_0457,Tamil Nadu,South,Electronics,Smartwatch,Anjali,12,65018.98,20,624182.21,61922.77
ORD001244,2025-05-02,Customer_0599,Karnataka,South,Office Supplies,Marker,Karan,6,8166.34,5,46548.14,4365.27
ORD001245,27-12-2024,Customer_1679,Kerala,South,Electronics,Smartwatch,Sneha,4,17447.98,0,69791.92,16984.64
ORD001246,23-05-2024,Customer_0156,Rajasthan,West,Furniture,Table,Anjali,11,48649.72,25,401360.19,26753.73
ORD001247,28/06/2024,Customer_1636,Kerala,West,Office Supplies,Pen,Rahul,8,23363.31,10,168215.83,-7281.86
ORD001248,2025-11-10,Customer_1384,Odisha,South,Home Appliances,Fan,Anjali,14,36228.48,15,431118.91,42672.22
ORD001249,2024-02-15,Customer_0559,TamilNadu,West,Furniture,Table,Rahul,11,30472.56,15,284918.44,75193.69
ORD001250,2024-11-12,Customer_1047,Karnataka,North,Furniture,Table,Amit,12,63964.57,0,767574.84,51016.05
ORD001251,10/01/2024,Customer_1375,Kerala,West,Electronics,Smartwatch,Neha,3,44010.04,20,105624.1,20210.65
ORD001252,06-12-2024,Customer_1034,Kerala,South,Electronics,Laptop,Karan,4,29798.62,15,101315.31,16231.26
ORD001253,08/01/2025,Customer_0072, Maharashtra,North,Electronics,Headphones,Arjun,9,40695.16,15,311317.97,52507.9
ORD001254,2025-08-11,Customer_0725,Rajasthan,East,Furniture,Sofa,Karan,8,57518.06,25,345108.36,-274.79
ORD001255,16-06-2025,Customer_1334,Delhi,West,Office Supplies,Notebook,Arjun,7,3287.9,5,21864.53,548.5
ORD001256,22/03/2025,Customer_1671,West bengal,East,Electronics,Mobile,Meera,4,10206.75,25,30620.25,1534.11
ORD001257,18/03/2025,Customer_0288,West Bengal,South,Furniture,Bookshelf,Rohit,4,19116.36,20,61172.35,17928.86
ORD001258,2025-12-03,Customer_1604,Gujarat,East,Home Appliances,Microwave,Neha,13,46496.54,15,513786.77,14063.45
ORD001259,15/04/2025,Customer_0396,Delhi,North,Furniture,Table,Vikas,6,27588.22,0,165529.32,16232.3
ORD001260,2024-07-05,Customer_1896,Tamil Nadu,North,Home Appliances,Mixer,Karan,11,66382.35,15,620674.97,129550.41
ORD001261,31-12-2024,Customer_1575,Rajasthan,East,Home Appliances,Mixer,Pooja,15,50037.94,25,562926.83,12343.44
ORD001262,19/09/2024,Customer_0503,Gujarat,North,Office Supplies,Notebook,Pooja,11,9948.58,20,87547.5,3552.99
ORD001263,2024-10-15,Customer_1120,West bengal,North,Office Supplies,Stapler,Pooja,9,26930.32,20,193898.3,30179.13
ORD001264,2025-08-15,Customer_0087,Delhi,South,Office Supplies,Marker,Meera,3,68218.83,5,194423.67,50314.8
ORD001265,26/09/2024,Customer_1446,Bihar,West,Furniture,Cabinet,Meera,4,74577.58,30,208817.22,44973.64
ORD001266,25-11-2024,Customer_0340,West bengal,East,Electronics,Tablet,Rohit,14,17887.25,0,250421.5,19632.02
ORD001267,25/03/2024,Customer_0590,Bihar,North,Electronics,Mobile,Rahul,14,51401.63,10,647660.54,-28131.02
ORD001268,03-07-2024,Customer_0677, Maharashtra,West,Office Supplies,Marker,Anjali,10,1640.68,0,16406.8,3362.45
ORD001269,2024-01-25,Customer_1133,Telangana,North,Electronics,Mobile,Anjali,1,21667.2,15,18417.12,2206.45
ORD001270,06-10-2024,Customer_0487,Maharashtra,East,Office Supplies,Printer Paper,Pooja,13,14433.03,0,187629.39,-4113.41
ORD001271,09-08-2025,Customer_1454,Gujarat,West,Home Appliances,Microwave,Vikas,3,42532.18,20,102077.23,21074.32
ORD001272,15-07-2025,Customer_1229,Telangana,East,Home Appliances,Microwave,Karan,12,15764.5,10,170256.6,40133.6
ORD001273,2024-01-13,Customer_1128,West Bengal,South,Furniture,Sofa,Rohit,11,53096.7,30,408844.59,-10513.89
ORD001274,2024-06-04,Customer_1865,Uttar Pradesh,West,Office Supplies,Pen,Amit,12,64888.16,30,545060.54,-11502.62
ORD001275,02/02/2025,Customer_1371,Telangana,East,Office Supplies,Pen,Priya,13,13066.43,15,144384.05,49241.37
ORD001276,10/06/2025,Customer_0433,Uttar Pradesh,South,Furniture,Table,Priya,4,8657.79,30,24241.81,4382.96
ORD001277,2025-01-02,Customer_1217,TamilNadu,West,Home Appliances,Microwave,Amit,12,60348.39,20,579344.54,-10009.31
ORD001278,2025-02-28,Customer_1857,Delhi,North,Office Supplies,Notebook,Rohit,8,3890.02,15,26452.14,1720.67
ORD001279,07/02/2025,Customer_1041, Maharashtra,East,Home Appliances,Fan,Priya,1,7448.78,15,6331.46,1315.99
ORD001280,04/03/2025,Customer_1598, Maharashtra,South,Home Appliances,Iron,Rohit,11,33872.26,15,316705.63,83358.33
ORD001281,04-04-2024,Customer_0211,Rajasthan,South,Office Supplies,Stapler,Sneha,11,60441.06,0,664851.66,161309.78
ORD001282,03-11-2025,Customer_0659,Gujarat,East,Electronics,Headphones,Karan,15,2185.24,10,29500.74,1173.45
ORD001283,28/03/2024,Customer_0738,Delhi,East,Electronics,Smartwatch,Sneha,7,19788.39,25,103889.05,-1017.01
ORD001284,2025-08-12,Customer_1057,West Bengal,East,Office Supplies,Printer Paper,Karan,15,62986.68,0,944800.2,311200.4
ORD001285,2025-05-31,Customer_0210,Tamil Nadu,West,Office Supplies,Stapler,Sneha,5,37762.32,10,169930.44,56868.75
ORD001286,07-09-2025,Customer_0817,Rajasthan,North,Home Appliances,Refrigerator,Neha,11,42717.83,20,375916.9,80807.58
ORD001287,07/06/2024,Customer_1451,TamilNadu,North,Electronics,Headphones,Neha,13,72006.52,5,889280.52,217815.57
ORD001288,25-09-2024,Customer_1156,Rajasthan,North,Home Appliances,Iron,Amit,2,1037.45,5,1971.15,273.3
ORD001289,2024-03-02,Customer_0441,Maharashtra,South,Office Supplies,Marker,Meera,13,34242.74,10,400640.06,32784.01
ORD001290,28/06/2024,Customer_0993,Maharashtra,East,Electronics,Laptop,Meera,3,36827.76,0,110483.28,23191.63
ORD001291,2024-10-28,Customer_1189,Delhi,South,Office Supplies,Marker,Priya,10,60805.1,30,425635.7,-16110.68
ORD001292,01-07-2025,Customer_1759,Rajasthan,West,Furniture,Chair,Rahul,5,44493.38,15,189096.86,48347.56
ORD001293,25/05/2025,Customer_0870,Tamil Nadu,West,Furniture,Chair,Rohit,13,578.63,30,5265.53,-4.56
ORD001294,03-08-2025,Customer_0593,Bihar,West,Electronics,Tablet,Neha,12,14462.17,25,130159.53,2056.58
ORD001295,23-08-2025,Customer_1485,Kerala,South,Electronics,Smartwatch,Neha,14,38982.43,15,463890.92,122961.81
ORD001296,02/01/2024,Customer_0847,Uttar Pradesh,South,Furniture,Table,Rohit,8,567.82,0,4542.56,462.65
ORD001297,10-06-2024,Customer_0888,TamilNadu,West,Office Supplies,Printer Paper,Vikas,1,8174.88,0,8174.88,1821.37
ORD001298,2025-04-01,Customer_0207,Bihar,West,Furniture,Chair,Rahul,11,24485.56,15,228939.99,75060.13
ORD001299,2024-12-24,Customer_0256, Maharashtra,East,Home Appliances,Fan,Sneha,1,73768.0,30,51637.6,-1632.48
ORD001300,01-07-2025,Customer_0159,TamilNadu,South,Office Supplies,Notebook,Arjun,4,71834.16,10,258602.98,2954.01
ORD001301,2024-07-13,Customer_0863,Uttar Pradesh,West,Office Supplies,Printer Paper,Neha,5,5638.29,25,21143.59,4114.56
ORD001302,18/06/2025,Customer_0915,TamilNadu,West,Electronics,Mobile,Rahul,5,1002.55,15,4260.84,-3.79
